"AX","M","El","Z","E","J","Thalf","DThalf","Thalf_Seconds","Lambda_perSecond"
"153TM",153,"TM",69,43.2,"1/2+","2.5 S",2,2.5,0.4
"153TM",153,"TM",69,43.1,"1/2+","2.5 S",2,2.5,0.4
"153YB",153,"YB",70,0,"7/2-","4.2 S",2,4.2,0.238095238095238
"153LU",153,"LU",71,0,"11/2-","0.9 S",2,0.9,1.11111111111111
"154BA",154,"BA",56,0,"0+","53 MS",48,0.053,18.8679245283019
"154LA",154,"LA",57,0,"2-","0.161 S",15,0.161,6.2111801242236
"154CE",154,"CE",58,0,"0+","0.722 S",14,0.722,1.38504155124654
"154PR",154,"PR",59,0,"3+","2.3 S",1,2.3,0.434782608695652
"154ND",154,"ND",60,0,"0+","25.9 S",2,25.9,0.0386100386100386
"154ND",154,"ND",60,0,"0+","26 S",2,26,0.0384615384615385
"154EU",154,"EU",63,0,"3-","8.601 Y",10,271426917.6,3.68423297454121e-09
"154EU",154,"EU",63,145.3,"8-","46.3 M",4,2778,0.000359971202303816
"154EU",154,"EU",63,145.3,"8-","46.0 M",4,2760,0.00036231884057971
"154EU",154,"EU",63,145,"8-","47.0 M",5,2820,0.000354609929078014
"154TB",154,"TB",65,0,"0","21.5 H",4,77400,1.29198966408269e-05
"154TB",154,"TB",65,NA,"3-","9.4 H",4,33840,2.95508274231678e-05
"154TB",154,"TB",65,NA,"7-","22.7 H",5,81720,1.22369065100343e-05
"154TB",154,"TB",65,NA,"3-","9.0 H",5,32400,3.08641975308642e-05
"154DY",154,"DY",66,0,"0+","3.0E+6 Y",15,9.46728e+13,1.05626959380097e-14
"154HO",154,"HO",67,0,"2-","11.76 M",19,705.6,0.0014172335600907
"154HO",154,"HO",67,NA,"8+","3.10 M",14,186,0.00537634408602151
"154HO",154,"HO",67,NA,"8+","3.10 M",14,186,0.00537634408602151
"154ER",154,"ER",68,0,"0+","3.73 M",9,223.8,0.00446827524575514
"154ER",154,"ER",68,0,"0+","3.68 M",15,220.8,0.00452898550724638
"154TM",154,"TM",69,0,"2-","8.1 S",3,8.1,0.123456790123457
"154TM",154,"TM",69,NA,"9+","3.30 S",7,3.3,0.303030303030303
"154YB",154,"YB",70,0,"0+","0.409 S",2,0.409,2.44498777506112
"154LU",154,"LU",71,NA,"9+","1.12 S",8,1.12,0.892857142857143
"154HF",154,"HF",72,0,"0+","2 S",1,2,0.5
"155ND",155,"ND",60,0,"3/2-","8.9 S",2,8.9,0.112359550561798
"155PM",155,"PM",61,0,"5/2-","41.5 S",2,41.5,0.0240963855421687
"155SM",155,"SM",62,0,"3/2-","22.18 M",6,1330.8,0.000751427712654043
"155EU",155,"EU",63,0,"5/2+","4.753 Y",14,149993272.8,6.66696566674289e-09
"155GD",155,"GD",64,121.1,"11/2-","31.97 MS",27,0.03197,31.2793243665937
"155GD",155,"GD",64,121.05,"11/2-","31.97 MS",27,0.03197,31.2793243665937
"155TB",155,"TB",65,0,"3/2+","5.32 D",6,459648,2.17557783347257e-06
"155DY",155,"DY",66,0,"3/2-","9.9 H",2,35640,2.80583613916947e-05
"155HO",155,"HO",67,0,"5/2+","48 M",2,2880,0.000347222222222222
"155ER",155,"ER",68,0,"7/2-","5.3 M",3,318,0.00314465408805031
"155TM",155,"TM",69,0,"11/2-","21.6 S",2,21.6,0.0462962962962963
"155TM",155,"TM",69,41,"1/2+","45 S",4,45,0.0222222222222222
"155YB",155,"YB",70,0,"7/2-","1.793 S",20,1.793,0.557724484104852
"155YB",155,"YB",70,0,"7/2-","1.739 S",19,1.739,0.575043128234618
"155YB",155,"YB",70,0,"7/2-","1.793 S",19,1.793,0.557724484104852
"155LU",155,"LU",71,0,"11/2-","68 MS",2,0.068,14.7058823529412
"155LU",155,"LU",71,20,"1/2+","138 MS",9,0.138,7.2463768115942
"155LU",155,"LU",71,1780,"25/2-","2.69 MS",3,0.00269,371.747211895911
"155LU",155,"LU",71,0,"11/2-","68 MS",1,0.068,14.7058823529412
"155LU",155,"LU",71,0,"11/2-","68 MS",2,0.068,14.7058823529412
"155LU",155,"LU",71,1781,"25/2-","2.69 MS",3,0.00269,371.747211895911
"155HF",155,"HF",72,0,"7/2-","843 MS",30,0.843,1.18623962040332
"155TA",155,"TA",73,NA,"11/2-","2.9 MS",NA,0.0029,344.827586206897
"156LA",156,"LA",57,0,"4+","84 MS",78,0.084,11.9047619047619
"156CE",156,"CE",58,0,"0+","0.233 S",9,0.233,4.29184549356223
"156PR",156,"PR",59,0,"1+","0.444 S",6,0.444,2.25225225225225
"156ND",156,"ND",60,0,"0+","5.26 S",20,5.26,0.190114068441065
"156PM",156,"PM",61,0,"4+","26.70 S",10,26.7,0.0374531835205993
"156PM",156,"PM",61,150.3,"1+","5 S",NA,5,0.2
"156SM",156,"SM",62,0,"0+","9.4 H",2,33840,2.95508274231678e-05
"156EU",156,"EU",63,0,"0+","15.19 D",8,1312416,7.61953526930485e-07
"156TB",156,"TB",65,0,"3-","5.35 D",10,462240,2.16337833160263e-06
"156TB",156,"TB",65,NA,"7-","24.4 H",10,87840,1.1384335154827e-05
"156TB",156,"TB",65,88.4,"0+","5.3 H",2,19080,5.24109014675052e-05
"156HO",156,"HO",67,0,"4-","56 M",1,3360,0.000297619047619048
"156HO",156,"HO",67,52.37,"1-","9.5 S",15,9.5,0.105263157894737
"156HO",156,"HO",67,NA,"9+","7.6 M",3,456,0.00219298245614035
"156ER",156,"ER",68,0,"0+","19.5 M",10,1170,0.000854700854700855
"156TM",156,"TM",69,0,"2-","83.8 S",18,83.8,0.0119331742243437
"156YB",156,"YB",70,0,"0+","26.1 S",7,26.1,0.0383141762452107
"156LU",156,"LU",71,0,"2-","494 MS",12,0.494,2.02429149797571
"156LU",156,"LU",71,NA,"9+","198 MS",2,0.198,5.05050505050505
"156HF",156,"HF",72,0,"0+","23 MS",1,0.023,43.4782608695652
"156TA",156,"TA",73,0,"2-","106 MS",4,0.106,9.43396226415094
"156TA",156,"TA",73,102,"9+","0.36 S",4,0.36,2.77777777777778
"157CE",157,"CE",58,0,"7/2+","0.18 S",4,0.18,5.55555555555556
"157PR",157,"PR",59,0,"3/2-","0.295 S",NA,0.295,3.38983050847458
"157ND",157,"ND",60,0,"5/2-","1.15 S",3,1.15,0.869565217391304
"157PM",157,"PM",61,0,"5/2-","10.56 S",12,10.56,0.0946969696969697
"157SM",157,"SM",62,0,"3/2-","8.03 M",7,481.8,0.0020755500207555
"157EU",157,"EU",63,0,"5/2+","15.18 H",3,54648,1.82989313424096e-05
"157TB",157,"TB",65,0,"3/2+","71 Y",7,2240589600,4.46311095972239e-10
"157DY",157,"DY",66,0,"3/2-","8.14 H",4,29304,3.41250341250341e-05
"157DY",157,"DY",66,199.38,"11/2-","21.6 MS",16,0.0216,46.2962962962963
"157DY",157,"DY",66,199.5,"11/2-","21.6 MS",16,0.0216,46.2962962962963
"157DY",157,"DY",66,198.9,"11/2-","21.6 MS",16,0.0216,46.2962962962963
"157DY",157,"DY",66,199.2,"11/2-","21.6 MS",16,0.0216,46.2962962962963
"157HO",157,"HO",67,0,"7/2-","12.6 M",2,756,0.00132275132275132
"157ER",157,"ER",68,0,"3/2-","18.65 M",10,1119,0.000893655049151028
"157TM",157,"TM",69,0,"1/2+","3.63 M",9,217.8,0.00459136822773186
"157YB",157,"YB",70,0,"7/2-","38.6 S",10,38.6,0.0259067357512953
"157LU",157,"LU",71,20.9,"11/2-","4.79 S",12,4.79,0.208768267223382
"157LU",157,"LU",71,26,"11/2-","4.79 S",12,4.79,0.208768267223382
"157LU",157,"LU",71,NA,"11/2-","4.79 S",12,4.79,0.208768267223382
"157HF",157,"HF",72,0,"7/2-","115 MS",1,0.115,8.69565217391304
"157TA",157,"TA",73,0,"1/2+","10.1 MS",4,0.0101,99.009900990099
"157TA",157,"TA",73,22,"11/2-","4.3 MS",1,0.0043,232.558139534884
"157W",157,"W",74,0,"7/2-","275 MS",40,0.275,3.63636363636364
"158CE",158,"CE",58,0,"0+","99 MS",93,0.099,10.1010101010101
"158PR",158,"PR",59,0,"5-","0.181 S",14,0.181,5.52486187845304
"158ND",158,"ND",60,0,"0+","0.820 S",NA,0.82,1.21951219512195
"158SM",158,"SM",62,0,"0+","5.30 M",3,318,0.00314465408805031
"158EU",158,"EU",63,0,"1-","45.9 M",2,2754,0.000363108206245461
"158GD",158,"GD",64,0,"0+","11.4",NA,11.4,0.087719298245614
"158GD",158,"GD",64,79,"2+","18.4",NA,18.4,0.0543478260869565
"158GD",158,"GD",64,262,"4+","23.6",NA,23.6,0.0423728813559322
"158GD",158,"GD",64,543,"6+","5.4",NA,5.4,0.185185185185185
"158GD",158,"GD",64,1043,"3-","6.3",NA,6.3,0.158730158730159
"158GD",158,"GD",64,1190,"2+","56.6",NA,56.6,0.0176678445229682
"158GD",158,"GD",64,1265,"3+","25.4",NA,25.4,0.0393700787401575
"158GD",158,"GD",64,1358,"4+","5.1",NA,5.1,0.196078431372549
"158GD",158,"GD",64,1440,"5+","1.9",NA,1.9,0.526315789473684
"158GD",158,"GD",64,2334,"2+","67.7",NA,67.7,0.0147710487444609
"158GD",158,"GD",64,2400,"3+","13.6",NA,13.6,0.0735294117647059
"158GD",158,"GD",64,2494,"1+","148.7",NA,148.7,0.00672494956287828
"158GD",158,"GD",64,2540,"2+","79.4",NA,79.4,0.0125944584382872
"158GD",158,"GD",64,2600,"3+","48.5",NA,48.5,0.0206185567010309
"158GD",158,"GD",64,0,"0+","45500",NA,45500,2.1978021978022e-05
"158GD",158,"GD",64,79,"2+","5520",NA,5520,0.000181159420289855
"158GD",158,"GD",64,261,"4+","221",NA,221,0.00452488687782805
"158GD",158,"GD",64,539,"6+","10",NA,10,0.1
"158GD",158,"GD",64,976,"1-","4",NA,4,0.25
"158GD",158,"GD",64,1042,"3-","108",NA,108,0.00925925925925926
"158GD",158,"GD",64,1172,"5-","2",NA,2,0.5
"158GD",158,"GD",64,1187,"2+","77",NA,77,0.012987012987013
"158GD",158,"GD",64,1357,"4+","8",NA,8,0.125
"158GD",158,"GD",64,1403,"3-","33",NA,33,0.0303030303030303
"158GD",158,"GD",64,1449,"0+","2",NA,2,0.5
"158GD",158,"GD",64,1518,"2+","13",NA,13,0.0769230769230769
"158GD",158,"GD",64,1856,"3-","69",NA,69,0.0144927536231884
"158TB",158,"TB",65,0,"3-","180 Y",11,5680368000,1.76044932300161e-10
"158TB",158,"TB",65,110.3,"0-","10.70 S",17,10.7,0.0934579439252337
"158HO",158,"HO",67,0,"5+","11.3 M",4,678,0.00147492625368732
"158HO",158,"HO",67,67.2,"2-","28 M",2,1680,0.000595238095238095
"158HO",158,"HO",67,180,"9+","21.3 M",23,1278,0.000782472613458529
"158HO",158,"HO",67,67.2,"2-","28 M",2,1680,0.000595238095238095
"158HO",158,"HO",67,180,"9+","21.3 M",23,1278,0.000782472613458529
"158ER",158,"ER",68,0,"0+","2.29 H",6,8244,0.000121300339640951
"158TM",158,"TM",69,0,"2-","3.98 M",6,238.8,0.00418760469011725
"158YB",158,"YB",70,0,"0+","1.49 M",13,89.4,0.0111856823266219
"158LU",158,"LU",71,0,"2-","10.6 S",3,10.6,0.0943396226415094
"158HF",158,"HF",72,0,"0+","2.85 S",7,2.85,0.350877192982456
"158TA",158,"TA",73,0,"2-","55 MS",15,0.055,18.1818181818182
"158TA",158,"TA",73,141,"9+","36.7 MS",15,0.0367,27.2479564032698
"158W",158,"W",74,0,"0+","1.25 MS",21,0.00125,800
"159PR",159,"PR",59,0,"3/2-","0.13 S",4,0.13,7.69230769230769
"159ND",159,"ND",60,0,"7/2+","0.485 S",NA,0.485,2.06185567010309
"159SM",159,"SM",62,0,"5/2-","11.37 S",15,11.37,0.0879507475813544
"159EU",159,"EU",63,0,"5/2+","18.1 M",1,1086,0.000920810313075506
"159GD",159,"GD",64,0,"3/2-","18.479 H",4,66524.4,1.50320784554239e-05
"159DY",159,"DY",66,0,"3/2-","144.4 D",2,12476160,8.01528675489894e-08
"159HO",159,"HO",67,0,"7/2-","33.05 M",11,1983,0.000504286434694907
"159HO",159,"HO",67,205.91,"1/2+","8.30 S",8,8.3,0.120481927710843
"159HO",159,"HO",67,205.88,"1/2+","8.30 S",8,8.3,0.120481927710843
"159ER",159,"ER",68,0,"3/2-","36 M",1,2160,0.000462962962962963
"159TM",159,"TM",69,0,"5/2+","9.13 M",16,547.8,0.0018254837531946
"159YB",159,"YB",70,0,"5/2-","1.67 M",9,100.2,0.00998003992015968
"159HF",159,"HF",72,0,"7/2-","5.6 S",4,5.6,0.178571428571429
"159TA",159,"TA",73,0,"1/2+","0.83 S",18,0.83,1.20481927710843
"159TA",159,"TA",73,64,"11/2-","0.56 S",6,0.56,1.78571428571429
"160ND",160,"ND",60,0,"0+","439 MS",37,0.439,2.27790432801822
"160SM",160,"SM",62,0,"0+","9.6 S",3,9.6,0.104166666666667
"160EU",160,"EU",63,0,"5-","42.6 S",5,42.6,0.0234741784037559
"160EU",160,"EU",63,93,"1-","30.8 S",5,30.8,0.0324675324675325
"160TB",160,"TB",65,0,"3-","72.3 D",2,6246720,1.60084012089545e-07
"160HO",160,"HO",67,0,"5+","25.6 M",3,1536,0.000651041666666667
"160HO",160,"HO",67,59.98,"2-","5.02 H",5,18072,5.53342186808322e-05
"160HO",160,"HO",67,NA,"9+","3.2 S",2,3.2,0.3125
"160HO",160,"HO",67,NA,"9+","3 S",NA,3,0.333333333333333
"160ER",160,"ER",68,0,"0+","28.58 H",9,102888,9.71930643029313e-06
"160TM",160,"TM",69,0,"1-","9.4 M",3,564,0.00177304964539007
"160TM",160,"TM",69,70,"5","74.5 S",15,74.5,0.0134228187919463
"160TM",160,"TM",69,70.9,"5","74.5 S",15,74.5,0.0134228187919463
"160YB",160,"YB",70,0,"0+","4.8 M",2,288,0.00347222222222222
"160HF",160,"HF",72,0,"0+","13.6 S",2,13.6,0.0735294117647059
"160W",160,"W",74,0,"0+","91 MS",5,0.091,10.989010989011
"161ND",161,"ND",60,0,"1/2-","0.22 S",8,0.22,4.54545454545455
"161PM",161,"PM",61,0,"5/2-","1.05 S",15,1.05,0.952380952380952
"161GD",161,"GD",64,0,"5/2-","3.66 M",5,219.6,0.00455373406193078
"161TB",161,"TB",65,0,"3/2+","6.89 D",2,595296,1.67983658549696e-06
"161TB",161,"TB",65,0,"3/2+","6.906 D",19,596678.4,1.67594469650653e-06
"161HO",161,"HO",67,0,"7/2-","2.48 H",5,8928,0.000112007168458781
"161HO",161,"HO",67,211.15,"1/2+","6.76 S",7,6.76,0.14792899408284
"161HO",161,"HO",67,211.16,"1/2+","6.76 S",7,6.76,0.14792899408284
"161ER",161,"ER",68,0,"3/2-","3.21 H",3,11556,8.65351332641052e-05
"161TM",161,"TM",69,0,"7/2+","30.2 M",8,1812,0.000551876379690949
"161TM",161,"TM",69,0,"7/2+","38 M",4,2280,0.00043859649122807
"161YB",161,"YB",70,0,"3/2-","4.2 M",2,252,0.00396825396825397
"161LU",161,"LU",71,0,"1/2+","77 S",2,77,0.012987012987013
"161LU",161,"LU",71,NA,"9/2-","7.3 MS",4,0.0073,136.986301369863
"161LU",161,"LU",71,NA,"9/2-","7.3 MS",4,0.0073,136.986301369863
"161HF",161,"HF",72,0,"7/2-","18.4 S",4,18.4,0.0543478260869565
"161TA",161,"TA",73,NA,"11/2-","3.08 S",11,3.08,0.324675324675325
"161RE",161,"RE",75,123.8,"11/2-","15.6 MS",9,0.0156,64.1025641025641
"161RE",161,"RE",75,123.8,"11/2-","14.7 MS",3,0.0147,68.0272108843537
"162ND",162,"ND",60,0,"0+","0.31 S",20,0.31,3.2258064516129
"162PM",162,"PM",61,0,"2+","0.63 S",18,0.63,1.58730158730159
"162SM",162,"SM",62,0,"0+","2.4 S",5,2.4,0.416666666666667
"162GD",162,"GD",64,0,"0+","8.4 M",2,504,0.00198412698412698
"162TB",162,"TB",65,0,"1-","7.60 M",15,456,0.00219298245614035
"162HO",162,"HO",67,0,"1+","15.0 M",10,900,0.00111111111111111
"162HO",162,"HO",67,105.87,"6-","67.0 M",7,4020,0.000248756218905473
"162HO",162,"HO",67,105.87,"6-","67.0 M",7,4020,0.000248756218905473
"162TM",162,"TM",69,0,"1-","21.70 M",19,1302,0.000768049155145929
"162TM",162,"TM",69,NA,"5+","24.3 S",17,24.3,0.0411522633744856
"162TM",162,"TM",69,129,"5+","24.3 S",17,24.3,0.0411522633744856
"162YB",162,"YB",70,0,"0+","18.87 M",19,1132.2,0.000883236177353824
"162LU",162,"LU",71,0,"1-","1.37 M",2,82.2,0.0121654501216545
"162LU",162,"LU",71,NA,"4-","1.5 M",NA,90,0.0111111111111111
"162HF",162,"HF",72,0,"0+","39.4 S",9,39.4,0.0253807106598985
"162W",162,"W",74,0,"0+","1.19 S",12,1.19,0.840336134453782
"162W",162,"W",74,0,"0+","1.36 S",7,1.36,0.735294117647059
"162W",162,"W",74,0,"0+","990 MS",30,0.99,1.01010101010101
"162RE",162,"RE",75,0,"2-","107 MS",13,0.107,9.34579439252336
"162RE",162,"RE",75,173,"9+","77 MS",9,0.077,12.987012987013
"162OS",162,"OS",76,0,"0+","2.1 MS",1,0.0021,476.190476190476
"162OS",162,"OS",76,0,"0+","1.7 MS",5,0.0017,588.235294117647
"163PM",163,"PM",61,0,"5/2-","0.43 S",35,0.43,2.32558139534884
"163SM",163,"SM",62,0,"1/2-","1.23 S",NA,1.23,0.813008130081301
"163TB",163,"TB",65,0,"3/2+","19.5 M",3,1170,0.000854700854700855
"163DY",163,"DY",66,1531,"7/2","3.6",3,3.6,0.277777777777778
"163DY",163,"DY",66,1942,"5/2","13.5",10,13.5,0.0740740740740741
"163DY",163,"DY",66,2103,"7/2","2.5",4,2.5,0.4
"163DY",163,"DY",66,2180,"7/2","27.0",19,27,0.037037037037037
"163DY",163,"DY",66,2242,"7/2","4.4",4,4.4,0.227272727272727
"163DY",163,"DY",66,2493,"5/2","8.0",7,8,0.125
"163DY",163,"DY",66,2587,"7/2","32.4",23,32.4,0.0308641975308642
"163DY",163,"DY",66,2794,"7/2","12.3",10,12.3,0.0813008130081301
"163DY",163,"DY",66,2812,"7/2","15.3",12,15.3,0.065359477124183
"163DY",163,"DY",66,2819,"7/2","8.3",6,8.3,0.120481927710843
"163DY",163,"DY",66,2954,"7/2","16.2",12,16.2,0.0617283950617284
"163DY",163,"DY",66,2958,"7/2","64",4,64,0.015625
"163DY",163,"DY",66,3182,"7/2","35.8",25,35.8,0.0279329608938548
"163DY",163,"DY",66,3362,"5/2","11.5",9,11.5,0.0869565217391304
"163DY",163,"DY",66,3471,"7/2","3.7",5,3.7,0.27027027027027
"163DY",163,"DY",66,3484,"7/2","5.4",7,5.4,0.185185185185185
"163DY",163,"DY",66,3565,"7/2","4.2",6,4.2,0.238095238095238
"163DY",163,"DY",66,3579,"7/2","4.9",14,4.9,0.204081632653061
"163DY",163,"DY",66,3638,"7/2","4.1",7,4.1,0.24390243902439
"163DY",163,"DY",66,3771,"7/2","11.6",13,11.6,0.0862068965517241
"163DY",163,"DY",66,3791,"7/2","9.9",11,9.9,0.101010101010101
"163DY",163,"DY",66,3924,"7/2","9.2",17,9.2,0.108695652173913
"163DY",163,"DY",66,3962,"7/2","14.3",21,14.3,0.0699300699300699
"163DY",163,"DY",66,3991,"7/2","14.6",24,14.6,0.0684931506849315
"163HO",163,"HO",67,0,"7/2-","4570 Y",25,144218232000,6.93393606433894e-12
"163HO",163,"HO",67,297.88,"1/2+","1.09 S",3,1.09,0.91743119266055
"163HO",163,"HO",67,297.88,"1/2+","1.09 S",3,1.09,0.91743119266055
"163HO",163,"HO",67,297.81,"1/2+","1.09 S",3,1.09,0.91743119266055
"163HO",163,"HO",67,297.88,"1/2+","1.09 S",3,1.09,0.91743119266055
"163ER",163,"ER",68,0,"5/2-","75.0 M",4,4500,0.000222222222222222
"163TM",163,"TM",69,0,"1/2+","1.810 H",5,6516,0.000153468385512584
"163YB",163,"YB",70,0,"3/2-","11.05 M",35,663,0.00150829562594268
"163LU",163,"LU",71,0,"1/2+","3.97 M",13,238.2,0.00419815281276238
"163HF",163,"HF",72,0,"5/2-","40.0 S",6,40,0.025
"163W",163,"W",74,0,"7/2-","2.67 S",10,2.67,0.374531835205993
"163W",163,"W",74,0,"7/2-","2.6 S",1,2.6,0.384615384615385
"163RE",163,"RE",75,0,"1/2+","390 MS",72,0.39,2.56410256410256
"163RE",163,"RE",75,115,"11/2-","214 MS",5,0.214,4.67289719626168
"163RE",163,"RE",75,115,"11/2-","214 MS",5,0.214,4.67289719626168
"163OS",163,"OS",76,0,"7/2-","5.5 MS",6,0.0055,181.818181818182
"163OS",163,"OS",76,0,"7/2-","5.5 MS",6,0.0055,181.818181818182
"164SM",164,"SM",62,0,"0+","1.43 S",24,1.43,0.699300699300699
"164EU",164,"EU",63,0,"3","4.15 S",20,4.15,0.240963855421687
"164GD",164,"GD",64,0,"0+","45 S",3,45,0.0222222222222222
"164TB",164,"TB",65,0,"5+","3.0 M",1,180,0.00555555555555556
"164HO",164,"HO",67,0,"1+","28.8 M",5,1728,0.000578703703703704
"164HO",164,"HO",67,139.78,"6-","36.6 M",3,2196,0.000455373406193078
"164HO",164,"HO",67,139.9,"6-","36.6 M",3,2196,0.000455373406193078
"164HO",164,"HO",67,0,"1+","29 M",1,1740,0.000574712643678161
"164HO",164,"HO",67,139.77,"6-","36.6 M",3,2196,0.000455373406193078
"164HO",164,"HO",67,140.1,"6-","36.3 M",4,2178,0.000459136822773186
"164HO",164,"HO",67,140,"6-","36.4 M",3,2184,0.000457875457875458
"164TM",164,"TM",69,0,"1+","1.95 M",10,117,0.00854700854700855
"164TM",164,"TM",69,NA,"6-","5.1 M",1,306,0.00326797385620915
"164YB",164,"YB",70,0,"0+","75.8 M",17,4548,0.000219876868953386
"164LU",164,"LU",71,0,"1-","3.14 M",3,188.4,0.00530785562632696
"164HF",164,"HF",72,0,"0+","111 S",8,111,0.00900900900900901
"164TA",164,"TA",73,0,"3+","14.2 S",3,14.2,0.0704225352112676
"164W",164,"W",74,0,"0+","6.3 S",2,6.3,0.158730158730159
"164OS",164,"OS",76,0,"0+","21 MS",1,0.021,47.6190476190476
"165SM",165,"SM",62,0,"5/2-","0.98 S",21,0.98,1.02040816326531
"165TB",165,"TB",65,0,"3/2+","2.11 M",10,126.6,0.00789889415481833
"165DY",165,"DY",66,0,"7/2+","2.332 H",4,8395.2,0.000119115685153421
"165DY",165,"DY",66,108.1552,"1/2-","1.257 M",6,75.42,0.013259082471493
"165DY",165,"DY",66,108.16,"1/2-","1.257 M",6,75.42,0.013259082471493
"165ER",165,"ER",68,0,"5/2-","10.36 H",4,37296,2.68125268125268e-05
"165TM",165,"TM",69,0,"1/2+","30.06 H",3,108216,9.24077770385156e-06
"165YB",165,"YB",70,0,"5/2-","9.9 M",3,594,0.00168350168350168
"165LU",165,"LU",71,0,"1/2+","10.74 M",10,644.4,0.00155183116076971
"165HF",165,"HF",72,0,"5/2-","76 S",4,76,0.0131578947368421
"165TA",165,"TA",73,0,"9/2-","31.0 S",15,31,0.032258064516129
"165W",165,"W",74,0,"5/2-","5.1 S",5,5.1,0.196078431372549
"165RE",165,"RE",75,0,"1/2+","1.6 S",6,1.6,0.625
"165RE",165,"RE",75,48,"11/2-","1.74 S",6,1.74,0.574712643678161
"165RE",165,"RE",75,48,"11/2-","2.32 S",9,2.32,0.431034482758621
"165OS",165,"OS",76,0,"7/2-","71 MS",3,0.071,14.0845070422535
"166SM",166,"SM",62,0,"0+","0.80 S",63,0.8,1.25
"166GD",166,"GD",64,0,"0+","4.8 S",10,4.8,0.208333333333333
"166TB",166,"TB",65,0,"2-","25.1 S",21,25.1,0.0398406374501992
"166TB",166,"TB",65,0,"2-","21.5 S",21,21.5,0.0465116279069767
"166DY",166,"DY",66,0,"0+","81.6 H",1,293760,3.4041394335512e-06
"166HO",166,"HO",67,0,"0-","26.824 H",12,96566.4,1.03555688106836e-05
"166HO",166,"HO",67,5.969,"7-","1.20E3 Y",18,37869120000,2.64067398450241e-11
"166TM",166,"TM",69,0,"2+","7.70 H",3,27720,3.60750360750361e-05
"166TM",166,"TM",69,NA,"6-","340 MS",25,0.34,2.94117647058824
"166TM",166,"TM",69,NA,"6-","340 MS",25,0.34,2.94117647058824
"166TM",166,"TM",69,NA,"6-","340 MS",25,0.34,2.94117647058824
"166YB",166,"YB",70,0,"0+","56.7 H",1,204120,4.89907897315305e-06
"166LU",166,"LU",71,0,"6-","2.65 M",10,159,0.00628930817610063
"166LU",166,"LU",71,34.37,"3-","1.41 M",10,84.6,0.0118203309692671
"166LU",166,"LU",71,43,"0-","2.12 M",10,127.2,0.00786163522012579
"166HF",166,"HF",72,0,"0+","6.77 M",30,406.2,0.00246184145741014
"166TA",166,"TA",73,0,"2+","34.4 S",5,34.4,0.0290697674418605
"166W",166,"W",74,0,"0+","19.2 S",6,19.2,0.0520833333333333
"166OS",166,"OS",76,0,"0+","213 MS",5,0.213,4.69483568075117
"166OS",166,"OS",76,0,"0+","181 MS",38,0.181,5.52486187845304
"166IR",166,"IR",77,0,"2-","10.5 MS",22,0.0105,95.2380952380952
"166IR",166,"IR",77,172,"9+","15.1 MS",9,0.0151,66.2251655629139
"167SM",167,"SM",62,0,"7/2-","334 MS",NA,0.334,2.9940119760479
"167EU",167,"EU",63,0,"5/2+","0.86 S",NA,0.86,1.16279069767442
"167GD",167,"GD",64,0,"5/2-","4.26 S",NA,4.26,0.234741784037559
"167TB",167,"TB",65,0,"3/2+","18.9 S",20,18.9,0.0529100529100529
"167DY",167,"DY",66,0,"1/2-","6.20 M",8,372,0.00268817204301075
"167HO",167,"HO",67,0,"7/2-","2.98 H",3,10728,9.3214019388516e-05
"167ER",167,"ER",68,207.801,"1/2-","2.269 S",6,2.269,0.440722785368004
"167ER",167,"ER",68,207.76,"1/2-","2.23 S",12,2.23,0.448430493273543
"167ER",167,"ER",68,207.801,"1/2-","2.28 S",3,2.28,0.43859649122807
"167TM",167,"TM",69,0,"1/2+","9.25 D",2,799200,1.25125125125125e-06
"167YB",167,"YB",70,0,"5/2-","17.5 M",2,1050,0.000952380952380952
"167LU",167,"LU",71,0,"7/2+","51.46 M",15,3087.6,0.000323876149760332
"167LU",167,"LU",71,33.7,"1/2+","1 M",NA,60,0.0166666666666667
"167HF",167,"HF",72,0,"5/2-","2.05 M",5,123,0.00813008130081301
"167TA",167,"TA",73,0,"3/2+","80 S",4,80,0.0125
"167W",167,"W",74,0,"5/2-","19.9 S",5,19.9,0.050251256281407
"167RE",167,"RE",75,0,"1/2+","3.4 S",4,3.4,0.294117647058824
"167RE",167,"RE",75,NA,"9/2-","5.9 S",5,5.9,0.169491525423729
"167OS",167,"OS",76,0,"7/2-","839 MS",5,0.839,1.19189511323004
"167IR",167,"IR",77,0,"1/2+","30.2 MS",10,0.0302,33.112582781457
"167IR",167,"IR",77,175.3,"11/2-","28.6 MS",9,0.0286,34.965034965035
"168EU",168,"EU",63,0,"6-","0.20 S",10,0.2,5
"168GD",168,"GD",64,0,"0+","3.03 S",16,3.03,0.33003300330033
"168TB",168,"TB",65,0,"4-","8.2 S",13,8.2,0.121951219512195
"168DY",168,"DY",66,0,"0+","8.7 M",3,522,0.00191570881226054
"168HO",168,"HO",67,0,"3+","2.99 M",7,179.4,0.00557413600891862
"168HO",168,"HO",67,59,"6+","132 S",4,132,0.00757575757575758
"168TM",168,"TM",69,0,"3+","93.1 D",2,8043840,1.2431873334129e-07
"168LU",168,"LU",71,0,"6-","5.5 M",1,330,0.00303030303030303
"168LU",168,"LU",71,202.81,"3+","6.7 M",4,402,0.00248756218905473
"168HF",168,"HF",72,0,"0+","25.95 M",20,1557,0.000642260757867694
